2026-02-01, 9.4,7.2,"Overcast;Rain"
2026-02-02,9.0,6.2,"Overcast"
2026-02-03,6.5,4.4,"Overcast;Rain"
2026-02-04,9.6,5.9,"Sunny;Overcast"
2026-02-05,8.9,6.9,"Rain;Overcast"
2026-02-06,11.1,7.1,"Ice;Overcast"
2026-02-07,10.5,7.5,"Rain;Overcast"
2026-02-08,10.3,7.3,"Rain;Overcast"
2026-02-09,10.8,7.5 ,"Rain;Overcast "
2026-02-10,11.3,8.5,"Overcast;Rain"
2026-02-11,11.5,7.5,"Rain;Overcast"
2026-02-12,10.5,5.9,"Rain;Overcast"
2026-02-13,9.7,2.9,"Overcast;Rain"
2026-02-14,6.3,2.5,"Overcast;Sunny"
2026-02-15,8.8,4.4,"Rain;Overcast"
2026-02-16,9.5,3.2,"Rain;Sunny;Overcast"
2026-02-17,7.1,2.9,"Overcast;Sunny"
2026-02-18,6.1,4.2,"Rain;Overcast"
2026-02-19,6.5,5.0,"Rain;Overcast"
2026-02-20,11.0,5.5,"Rain;Overcast"
2026-02-21,13.1,9.2,"Rain;Overcast"
2026-02-22,13.8,8.5,"Rain;Overcast"
2026-02-23,12.4,8.5,"Sunny;Overcast"
2026-02-24,15.1,9.9,"Sunny;Overcast"
2026-02-25,15.6,10.0,"Overcast"
2026-02-26,13.2,10.3,"Rain;Overcast"
2026-02-27,13.7,8.3,"Rain;Overcast"
2026-02-28,11.1,6.7,"Overcast;Drizzle"
