2026-04-01,18.3,7.3,"Overcast"
2026-04-02,16.5,7.2,"Overcast"
2026-04-03,15.8,9.3,"Rain;Overcast"
2026-04-04,14.9,8.8,"Drizzle;Overcast"
2026-04-05,16.8,4.1,"Sunny;Overcast"
2026-04-06,18.3,4.3,"Sunny;Overcast"
2026-04-07,22.8,6.3,"Sunny;Overcast"
2026-04-08,25.3,9.5,"Sunny;Overcast"
2026-04-09,19.6,8.7,"Sunny;Overcast "
2026-04-10,14.7,8.3,"Overcast"
2026-04-11,16.2,8.2,"Rain;Overcast"
2026-04-12,15.8,4.1,"Hail;Rain;Overcast"
2026-04-13,13.7,4.1,"Rain;Overcast"
2026-04-14,16.2,5.1,"Rain;Overcast"
2026-04-15,17.3,11.0,"Rain;Overcast"
2026-04-16,18.1,11.3,"Overcast"
2026-04-17,18.9,9.7,"Rain;Overcast"
2026-04-18,18.7,7.9,"Sunny;Overcast"
2026-04-19,17.1,6.5,"Sunny;Overcast"
2026-04-20,16.2,6.6,"Sunny;Overcast"
2026-04-21,15.2,7.1,"Sunny;Overcast"
2026-04-22,18.4,7.3,"Sunny;Overcast"
2026-04-23,20.5,6.9,"Sunny;Overcast"
2026-04-24,19.6,5.2,"Sunny;Overcast"
2026-04-25,19.5,5.3,"Sunny;Overcast"
2026-04-26,19.0,8.6,"Sunny;Overcast"
2026-04-27,20.4,10.0,"Sunny;Overcast"
2026-04-28,16.9,8.8,"Windy;Overcast"
2026-04-29,18.5,9.2,"Windy;Sunny;Overcast"
2026-04-30,21.4,10.9,"Overcast;Sunny"
