2026-09-01,13.1,23.8,"Sunny;Overcast"
2026-09-02,16.9,22.6,"Sunny;Rain;Overcast"
2026-09-03,18.8,26.8,"Sunny;Overcast"
2026-09-04,13.5,21.5,"Overcast"
2026-09-05,13.2,28.2,"Sunny;Overcast"
2026-09-06,14.9,25.9,"Sunny;Overcast"
2026-09-07,,,"Sunny;Overcast"
2026-09-08,,,"Sunny;"
2026-09-09,,,"Sunny;"
2026-09-10,,,"Sunny"
2026-09-11,,,"Sunny"
2026-09-12,,,"Sunny;Overcast"
2026-09-13,,,"Sunny;Overcast"
2026-09-14,,,"Sunny;Overcast"
2026-09-15,,,"Sunny;Overcast"
2026-09-16,,,"Sunny;Overcast"
2026-09-17,,,"Sunny;Overcast"
2026-09-18,,,"Sunny;Overcast"
2026-09-19,,,"Sunny;Overcast"
2026-09-20,,,"Sunny;Overcast"
2026-09-21,,,"Sunny;Overcast"
2026-09-22,,,"Sunny;Overcast"
2026-09-23,,,"Sunny;Overcast"
2026-09-24,,,"Sunny;Overcast"
2026-09-25,,,"Sunny;Overcast"
2026-09-26,,,"Sunny;Overcast"
2026-09-27,,,"Sunny;Overcast"
2026-09-28,,,"Sunny;Overcast"
2026-09-29,,,"Sunny;Overcast"
2026-09-30,,,"Sunny;Overcast"
2026-09-31,,,"Sunny;Overcast"
