2026-05-01,23.6,11.4,"Sunny;Overcast"
2026-05-02,21.0,12.3,"Rain;Sunny;Overcast"
2026-05-03,19.3,13.3,"Sunny;Overcast"
2026-05-04,17.9,12.4,"Sunny;Overcast"
2026-05-05,17.1,11.0,"Sunny;Overcast"
2026-05-06,17.7,7.4,"Sunny;Overcast"
2026-05-07,13.9,8.0,"Sunny;Overcast"
2026-05-08,17.3,10.3,"Sunny;Overcast"
2026-05-09,20.8,10.6,"Sunny;Overcast "
2026-05-10,17.1,5.9,"Overcast"
2026-05-11,14.2,5.5,"Frost;Sunny;Overcast"
2026-05-12,15.8,5.8,"Sunny;Overcast"
2026-05-13,14.9,8.1,"Hail;Rain;Overcast"
2026-05-14,15.0,7.2,"Hail;Rain;Overcast"
2026-05-15,15.8,7.5,"Rain;Overcast"
2026-05-16,14.9,8.2,"Rain;Overcast"
2026-05-17,16.8,9.6,"Rain;Overcast"
2026-05-18,14.9,9.9,"Rain;Overcast"
2026-05-19,18.1,11.9,"Rain;Overcast"
2026-05-20,18.9,12.8,"Sunny;Overcast"
2026-05-21,22.9,14.1,"Sunny;Overcast"
2026-05-22,26.2,15.5,"Sunny;Overcast"
2026-05-23,26.8,16.3,"Sunny"
2026-05-24,27.9,16.9,"Sunny"
2026-05-25,30.3,18.5,"Sunny"
2026-05-26,31.2,19.1,"Sunny"
2026-05-27,28.9,18.3,"Sunny"
2026-05-28,29.3,18.3,"Sunny;Overcast"
2026-05-29,24.5,15.9,"Sunny;Overcast"
2026-05-30,27.2,16.9,,"Sunny"
2026-05-31,24.8,13.8,"sunny;Overcast"
